text,category
Passengers are requested to follow emergency procedures,Emergency
Gate update for flight AI295,Gate Change
Boarding started for flight AI900 at gate 10,Boarding
Boarding started for flight AI458 at gate 6,Boarding
Flight AI216 has successfully landed from Bangalore,Arrival
Emergency evacuation required immediately,Emergency
Passengers arriving on flight AI280 from Singapore may collect baggage,Arrival
Emergency evacuation required immediately,Emergency
Passengers of flight AI939 please note the delay,Delay
Airport emergency protocol has been activated,Emergency
Flight AI306 to London is ready for departure,Departure
Passengers of flight AI955 please note the delay,Delay
Gate changed from 8 to 17 for flight AI772,Gate Change
Passengers for flight AI632 to Mumbai proceed to gate 17,Departure
Passengers for flight AI995 to Mumbai proceed to gate 12,Departure
Flight AI709 departure gate has been changed,Gate Change
Passengers for flight AI618 to Bangalore proceed to gate 2,Departure
Security alert reported near terminal,Emergency
Departure announcement for flight AI607 to Hyderabad,Departure
Gate update for flight AI910,Gate Change
Passengers for flight AI820 to Kolkata proceed to gate 8,Departure
Boarding announcement for flight AI187,Boarding
Passengers of flight AI106 please note the delay,Delay
Final boarding call for flight AI202,Boarding
Due to weather conditions flight AI648 has been delayed,Delay
Departure announcement for flight AI283 to Dubai,Departure
Flight AI744 scheduled for Dubai is delayed,Delay
Flight AI684 scheduled for Mumbai is delayed,Delay
Passengers may now board flight AI122,Boarding
Boarding started for flight AI505 at gate 11,Boarding
Flight AI440 has successfully landed from Delhi,Arrival
Final boarding call for flight AI191,Boarding
Flight AI181 from Singapore has arrived,Arrival
Gate update for flight AI980,Gate Change
Passengers arriving on flight AI248 from Pune may collect baggage,Arrival
Airport emergency protocol has been activated,Emergency
Departure announcement for flight AI967 to Mumbai,Departure
Flight AI339 bound for Singapore will depart shortly,Departure
Flight AI126 scheduled for Dubai is delayed,Delay
Boarding announcement for flight AI101,Boarding
Departure announcement for flight AI892 to Delhi,Departure
Due to weather conditions flight AI795 has been delayed,Delay
Boarding started for flight AI763 at gate 9,Boarding
Passengers arriving on flight AI649 from Hyderabad may collect baggage,Arrival
Gate changed from 1 to 15 for flight AI827,Gate Change
Flight AI335 departure gate has been changed,Gate Change
Flight AI123 to Singapore is delayed by 47 minutes,Delay
Arrival completed for flight AI810 from Singapore,Arrival
Flight AI506 from Delhi has arrived,Arrival
Security alert reported near terminal,Emergency
Flight AI371 has successfully landed from Dubai,Arrival
Passengers for flight AI161 to Hyderabad proceed to gate 19,Departure
Flight AI579 to Hyderabad is ready for departure,Departure
Flight AI675 has successfully landed from Delhi,Arrival
Flight AI111 from London has arrived,Arrival
Passengers arriving on flight AI619 from Hyderabad may collect baggage,Arrival
Passengers for flight AI458 to Delhi proceed to gate 5,Departure
Flight AI289 scheduled for Dubai is delayed,Delay
Gate update for flight AI180,Gate Change
Flight AI170 departure gate has been changed,Gate Change
Passengers for flight AI604 to Pune proceed to gate 15,Departure
Flight AI506 from Singapore has arrived,Arrival
Passengers may now board flight AI960,Boarding
Arrival completed for flight AI571 from Mumbai,Arrival
Gate update for flight AI107,Gate Change
Passengers of flight AI904 please note the delay,Delay
Passengers of flight AI664 please note the delay,Delay
Due to weather conditions flight AI332 has been delayed,Delay
Security alert reported near terminal,Emergency
Due to weather conditions flight AI116 has been delayed,Delay
Passengers arriving on flight AI351 from Mumbai may collect baggage,Arrival
Passengers for flight AI176 to Hyderabad proceed to gate 17,Departure
Passengers of flight AI677 please note the delay,Delay
Flight AI333 from Kolkata has arrived,Arrival
Emergency evacuation required immediately,Emergency
Flight AI455 to Pune is delayed by 93 minutes,Delay
Flight AI191 departure gate has been changed,Gate Change
Passengers for flight AI637 please proceed to gate 15,Gate Change
Passengers may now board flight AI451,Boarding
Flight AI848 bound for Bangalore will depart shortly,Departure
Flight AI874 to Hyderabad is delayed by 29 minutes,Delay
Gate changed from 7 to 20 for flight AI795,Gate Change
Flight AI531 bound for Singapore will depart shortly,Departure
Flight AI691 departure gate has been changed,Gate Change
Flight AI777 to Hyderabad is ready for departure,Departure
Passengers for flight AI604 to Mumbai proceed to gate 2,Departure
Arrival completed for flight AI473 from Singapore,Arrival
Flight AI390 from Dubai has arrived,Arrival
Passengers may now board flight AI742,Boarding
Flight AI724 has successfully landed from Singapore,Arrival
Passengers for flight AI372 to Kolkata proceed to gate 20,Departure
Gate changed from 5 to 12 for flight AI303,Gate Change
Flight AI653 scheduled for Chennai is delayed,Delay
Passengers may now board flight AI670,Boarding
Emergency evacuation required immediately,Emergency
Flight AI526 departure gate has been changed,Gate Change
Flight AI270 from Singapore has arrived,Arrival
Due to weather conditions flight AI611 has been delayed,Delay
Gate changed from 6 to 19 for flight AI964,Gate Change
Boarding announcement for flight AI496,Boarding
Flight AI469 departure gate has been changed,Gate Change
Passengers for flight AI456 please proceed to gate 14,Gate Change
Boarding started for flight AI549 at gate 16,Boarding
Flight AI494 to Kolkata is delayed by 112 minutes,Delay
Gate changed from 9 to 14 for flight AI603,Gate Change
Flight AI173 scheduled for Delhi is delayed,Delay
Passengers are requested to follow emergency procedures,Emergency
Gate changed from 5 to 12 for flight AI545,Gate Change
Passengers of flight AI655 please note the delay,Delay
Boarding started for flight AI659 at gate 3,Boarding
Security alert reported near terminal,Emergency
Flight AI401 from Kolkata has arrived,Arrival
Boarding started for flight AI635 at gate 1,Boarding
Passengers arriving on flight AI744 from Hyderabad may collect baggage,Arrival
Gate update for flight AI447,Gate Change
Flight AI492 scheduled for Mumbai is delayed,Delay
Boarding announcement for flight AI898,Boarding
Flight AI258 to Dubai is ready for departure,Departure
Flight AI643 to Dubai is ready for departure,Departure
Passengers are requested to follow emergency procedures,Emergency
Flight AI600 scheduled for London is delayed,Delay
Departure announcement for flight AI731 to Mumbai,Departure
Passengers for flight AI686 to London proceed to gate 17,Departure
Boarding announcement for flight AI907,Boarding
Passengers of flight AI870 please note the delay,Delay
Gate changed from 2 to 13 for flight AI720,Gate Change
Flight AI264 departure gate has been changed,Gate Change
Passengers are requested to follow emergency procedures,Emergency
Gate update for flight AI691,Gate Change
Due to weather conditions flight AI654 has been delayed,Delay
Gate changed from 4 to 14 for flight AI512,Gate Change
Emergency evacuation required immediately,Emergency
Boarding announcement for flight AI767,Boarding
Flight AI356 to Kolkata is delayed by 66 minutes,Delay
Passengers for flight AI495 to Dubai proceed to gate 16,Departure
Boarding announcement for flight AI886,Boarding
Arrival completed for flight AI429 from London,Arrival
Passengers are requested to follow emergency procedures,Emergency
Boarding started for flight AI783 at gate 12,Boarding
Departure announcement for flight AI405 to Bangalore,Departure
Passengers may now board flight AI691,Boarding
Flight AI251 to Bangalore is ready for departure,Departure
Passengers may now board flight AI559,Boarding
Flight AI194 from Delhi has arrived,Arrival
Departure announcement for flight AI185 to Kolkata,Departure
Flight AI366 has successfully landed from Kolkata,Arrival
Emergency evacuation required immediately,Emergency
Passengers are requested to follow emergency procedures,Emergency
Security alert reported near terminal,Emergency
Flight AI409 to Kolkata is delayed by 55 minutes,Delay
Flight AI951 bound for Bangalore will depart shortly,Departure
Flight AI387 to Pune is delayed by 52 minutes,Delay
Passengers may now board flight AI439,Boarding
Passengers for flight AI357 to Pune proceed to gate 1,Departure
Flight AI279 bound for Chennai will depart shortly,Departure
Airport emergency protocol has been activated,Emergency
Flight AI137 scheduled for Chennai is delayed,Delay
Emergency evacuation required immediately,Emergency
Emergency evacuation required immediately,Emergency
Arrival completed for flight AI209 from Chennai,Arrival
Flight AI461 has successfully landed from Hyderabad,Arrival
Gate changed from 1 to 16 for flight AI370,Gate Change
Flight AI762 scheduled for Dubai is delayed,Delay
Security alert reported near terminal,Emergency
Passengers for flight AI999 to London proceed to gate 5,Departure
Flight AI237 departure gate has been changed,Gate Change
Passengers of flight AI301 please note the delay,Delay
Flight AI483 to Mumbai is delayed by 88 minutes,Delay
Flight AI510 departure gate has been changed,Gate Change
Flight AI800 from Kolkata has arrived,Arrival
Boarding announcement for flight AI790,Boarding
Boarding announcement for flight AI522,Boarding
Passengers are requested to follow emergency procedures,Emergency
Security alert reported near terminal,Emergency
Flight AI907 scheduled for Bangalore is delayed,Delay
Gate update for flight AI975,Gate Change
Passengers may now board flight AI398,Boarding
Boarding announcement for flight AI161,Boarding
Flight AI174 to Delhi is ready for departure,Departure
Flight AI806 bound for Chennai will depart shortly,Departure
Passengers for flight AI461 to Singapore proceed to gate 5,Departure
Flight AI822 scheduled for Pune is delayed,Delay
Passengers for flight AI895 to Kolkata proceed to gate 4,Departure
Flight AI771 from Bangalore has arrived,Arrival
Boarding announcement for flight AI517,Boarding
Flight AI177 bound for Delhi will depart shortly,Departure
Gate changed from 9 to 13 for flight AI466,Gate Change
Due to weather conditions flight AI854 has been delayed,Delay
Flight AI319 to Pune is ready for departure,Departure
Security alert reported near terminal,Emergency
Flight AI900 departure gate has been changed,Gate Change
Passengers for flight AI240 to Mumbai proceed to gate 11,Departure
